id,table,predict,truth,Missing information,Numerical extraction errors,Entity extraction errors,Redundant facts
qtsum_dev_11,"Position Name of Greyhound  Breeding Trap Sectional SP Time Trainer
 0 1st  Taylors Sky  Westmead Hawk - Rising Angel 1 4.80 7-4f 28.17+  Charlie Lister OBE (Private)
 1 2nd  Westmead Guru  Tyrur Ted - Westmead Swift 3 4.84  4-1  28.50 Kelly Findlay (Sittingbourne)
 2 3rd  Barefoot Bullet Honcho Classic - Ard Flashc 5 4.80  9-4  28.59 Paul Hennessy (Ireland)
 3 4th  Cloheena Cash  Crash - Leahs Ruby 6 4.83 11-1  28.61 Norah McEllistrim (Wimbledon)
 4 5th  Razldazl George Kinloch Brae - Razldazl Pearl 4 4.89  7-2  28.82  Dolores Ruth (Ireland)
 5 6th Bright Redcliffe Hallucinate - Youlbesolucky 2 4.94 16-1  28.94 John McGoldrick (Private)","We could see from the table that the best greyhound of them, Taylors Sky, has a bit better performance in trap, sectional and time than the other three greyhounds. Taylors Sky has a 7-4F in trap, 7-4F in sectional and a 28.17+ time, Westmead Guru has a 4.84 in trap, 4.84 in sectional and a 28.50 time, while Barefoot Bullet has a 9-4 in trap, 4.80 in sectional and 28.59 time. This show that Taylors Sky is better in trap, sectional and time than the other two greyhounds.","In 2011's English Greyhound Derby, the top three greyhounds, Taylors Sky, Westmead Guru, and Barefoot Bullet, had some different performances. First, Taylors Sky started from trap 1 and had best time of 28.17+ seconds, coming first place with a sectional of 4.80 seconds. In comparison, Westmead Guru started from trap 3 and got second with a time of 28.50 seconds and a bit slower sectional of 4.84 seconds. About Barefoot Bullet, it started from trap 5 and ended third with a time of 28.59 seconds. Interestingly, Barefoot Bullet had the same sectional like Taylors Sky, 4.80 seconds, showing their similar ability to speed up, but at last finishing with a more slow total time.",0,0,0,1
qtsum_dev_12,"Game# Date Result Attendance  Notes
 0 1 24 November 1945 Wales def. England 26–10  30,000 1945–46 European Rugby League Championship
 1 2 16 November 1946  England def. Wales 19–5  25,000 1946–47 European Rugby League Championship
 2 3  12 April 1947 Wales def. France 12–5  12,000 1946–47 European Rugby League Championship
 3 4  18 October 1947 New Zealand def. Wales 28–20  18,283  1947 Wales vs New Zealand
 4 5  6 December 1947  England def. Wales 18–7  10,000 1947–48 European Rugby League Championship
 5 6  20 March 1948  France def. Wales 20–12 6,462 1948–49 European Rugby League Championship
 6 7 20 November 1948  Australia def. Wales 12–5 9,224  1948–49 Kangaroo Tour
 7 8  5 February 1949 Wales def. England 14–10 9,553 1948–49 European Rugby League Championship
 8 9  31 March 1951 Other Nationalities def. Wales 27–21 5,000 1950–51 European Rugby League Championship
 9  10 16 February 1975 Wales def. France 21–8  23,000  1975 European Rugby League Championship
 10 11  19 October 1975  Australia def. Wales 18–6  11,112  1975 Rugby League World Cup
 11 12  2 November 1975 Wales def. New Zealand 25–24 2,645  1975 Rugby League World Cup
 12 13  15 October 1978 Australia def. Wales 8–3 4,250 1978 Kangaroo Tour","From table information, England and France have played most games against Wales at St Helen's Rugby and Cricket Ground between 1945 and 1978. England have won five games, with scores of 26-10, 19-5, and 18-7. Wales have won three times, with scores of 12-5, 21-8, and 8-3. Other countries that play against Wales are New Zealand (3 times) and France (1 time). New Zealand drew the match with a score of 25-24.","Between 1945 to 1978, England and Australia have most games play with Wales at St. Helen's Rugby and Cricket Ground. England have four encounters with Wales, resulting two wins for every team. Australia faced Wales three times during this time, win all three games against Welsh side.",1,1,1,1
qtsum_dev_13,"#  Name  Took Office  Left Office Term President who appointed the Governor
 0 1  Sardar Ujjal Singh  14 January 1969  27 May 1971 1 Zakir Hussain
 1 2 Kodardas Kalidas Shah  27 May 1971 16 June 1976 1 Varaha Venkata Giri
 2 3  Mohan Lal Sukhadia 16 June 1976 8 April 1977 1  Fakhruddin Ali Ahmed
 3 4 P. Govindan Nair (acting) 9 April 1977  27 April 1977 1 
 4 5 Prabhudas Patwari  27 April 1977  27 October 1980 1 Basappa Danappa Jatti
 5 6 M. M. Ismail (acting)  27 October 1980  4 November 1980 1 
 6 7 Sadiq Ali  4 November 1980 3 September 1982 1  Neelam Sanjiva Reddy
 7 8 Sundar Lal Khurana, IAS (Retired) 3 September 1982 17 February 1988 1  Giani Zail Singh
 8 9  P. C. Alexander, IAS (Retired) 17 February 1988  24 May 1990 1 R. Venkataraman
 9  10  Surjit Singh Barnala  24 May 1990 15 February 1991 1 R. Venkataraman
 10 11  Bhishma Narain Singh 15 February 1991  31 May 1993 1 R. Venkataraman
 11 12  Marri Chenna Reddy  31 May 1993  2 December 1996 1  Shankar Dayal Sharma
 12 13  Krishan Kant (additional charge)  2 December 1996  25 January 1997 1 
 13 14  M. Fathima Beevi  25 January 1997  3 July 2001 1  Shankar Dayal Sharma
 14 15 C. Rangarajan (additional charge)  3 July 2001  18 January 2002 1 
 15 16  P. S. Ramamohan Rao, IPS (Retired)  18 January 2002  3 November 2004 1  A. P. J. Abdul Kalam
 16 17  Surjit Singh Barnala  3 November 2004 31 August 2011 2 
 17 18  Konijeti Rosaiah 31 August 2011 30 August 2016 1  Pratibha Patil
 18 19 C. Vidyasagar Rao (additional charge) 2 September 2016 6 October 2017 1  Pranab Mukherjee
 19 20  Banwarilal Purohit 6 October 2017  Incumbent 1 Ram Nath Kovind","The table data shows that Surjit Singh Barnala served the longest term in office based on the dates of taking and leaving the office. His first term was from 24 May 1990 to 15 February 1991, and he was appointed by President R. Venkataraman. Barnala's second term was from 3 November 2004 to 31 August 2011.","On basis of date taking and leaving office, Surjit Singh Barnala having the longest time as Governor of Tamil Nadu. He is holding office from 3 November 2004 until 31 August 2011.",0,0,0,0
qtsum_dev_14,"Rank Lane  Name Nationality  Time Notes
 0  5 Nathan Adrian United States 47.52  
 1  4 James Magnussen Australia 47.53  
 2  7  Brent Hayden  Canada 47.80  
 3 4 1 Yannick Agnel  France 47.84  
 4 5 6 Sebastiaan Verschuren Netherlands 47.88  
 5 6 2 César Cielo  Brazil 47.92  
 6 7 3 Hanser García  Cuba 48.04  =NR
 7 8 8  Nikita Lobintsev  Russia 48.44","The rider who had the fastest time in the Men's 100 metre freestyle at the 2012 Summer Olympics was Hanser García from Cuba. His time was 48.04 seconds.","Hanser García have seventh quick time in Men's 100 metre freestyle at 2012 Summer Olympics, he represent Cuba.",1,1,0,0
qtsum_dev_15,"Outcome No. Year Championship Opponent in the final Score
 0 Runner-up 1. 1990 Grand Prix Scotland Stephen Hendry 5–10
 1 Runner-up 2. 1995 World Snooker Championship Scotland Stephen Hendry 9–18
 2 Runner-up 3. 1995 Thailand Classic  England John Parrott  6–9
 3  Winner 1. 1996 British Open Scotland John Higgins  9–8
 4 Runner-up 4. 1997  Thailand Open England Peter Ebdon  7–9","Nigel Bond's opponents in the final matches were Stephen Hendry from Scotland, John Parrott from England, and Peter Ebdon from England. He won two of his eight final matches against Hendry, while he lost three times.","Nigel Bond faced total five opponents in final matches of different championships. He competed with Scotland's Stephen Hendry in both 1990 Grand Prix and 1995 World Snooker Championship, losing with scores 5-10 and 9-18, respectively. Bond also lose to England's John Parrott in 1995 Thailand Classic with 6-9 score and to England's Peter Ebdon in 1997 Thailand Open with 7-9 score, but he won against Scotland's John Higgins in 1996 British Open with close 9-8 victory.",1,1,0,0
qtsum_dev_16,"Conf. Rank Team  Head coach AP final AP high Overall record Conf. record  PPG  PAG  MVP
 0 1 (tie) Michigan Bo Schembechler  #5 #3  10–2 7–1 31.0  8.8 Rick Leach
 1 1 (tie) Michigan State Darryl Rogers #12  #12 8–3 7–1 37.4 15.5 Ed Smith
 2 3 Purdue Jim Young #13  #12 9–2–1 6–1–1 21.8 10.8 Keena Turner
 3 4 Ohio State Woody Hayes  NR #6 7–4–1 6–2 28.3 18.0  Tom Cousineau
 4 5  Minnesota Cal Stoll  NR NR 5–6 4–4 19.1 24.3 Marion Barber, Jr.
 5 6  Wisconsin  Dave McClain  NR NR 5–4–2 3–4–2 20.3 25.2 Mike Kalasmiki
 6 7  Indiana Lee Corso  NR NR 4–7 3–5 20.7 26.4 Joe Norman
 7 8 Iowa  Bob Commings  NR NR 2–9 2–6 11.4 26.5  Brad Reid
 8 9 Illinois  Gary Moeller  NR NR 1–8–2 0–6–2  9.4 28.8  John Sullivan
 9  10 Northwestern  Rick Venturi  NR NR  0–10–1 0–8–1  8.4 40.0 Pat Geegan","In 1978 Big Ten Conference football season, top 5 teams have MVPs that have strong relation with their success in overall records, conference records, and final AP ranks. For example, Michigan, which finish first in conference, have MVP Rick Leach and get #3 in AP rank. Same way, Michigan State, which finish second in conference, have MVP Ed Smith and get #12 AP rank. Purdue, which finish third in conference, have MVP Keena Turner and get #13 in AP rank. Ohio State, which finish fourth in conference, have MVP Tom Cousineau and get #6 in AP rank. Minnesota, which coach Cal Stoll, finish fifth in conference with overall record 5-6 and conference record 4-4, also have MVP Marcel Barber, Jr.","In the 1978 Big Ten Conference, the top 5 teams' MVPs seem to positively correlate with their teams' success in terms of overall records, conference records, and their final AP ranks. Michigan and Michigan State were tied for first place, both with 7-1 conference records, and were also led by strong MVP performances from Rick Leach and Ed Smith, respectively. Purdue followed closely, ranking third with a 6-1-1 conference record, and was led by Keena Turner, who certainly contributed to their team's achievements, including a #13 AP final ranking. Lastly, Ohio State and Minnesota, ranking fourth and fifth, had notable MVPs Tom Cousineau and Marion Barber, Jr., who played crucial roles in their teams' performances and overall records of 7-4-1 and 5-6, respectively.",0,0,0,0
qtsum_dev_17,"Year Passengers Change
 0 2010 838,141 11.98%
 1 2011 873,351 4.2%
 2 2012 723,556 17.15%
 3 2013 621,896 14.05%
 4 2014 612,650  1.48%
 5 2015 673,097  9.86%
 6 2016 688,505  2.23%
 7 2017 692,154  0.50%
 8 2018 792,974 14.57%
 9 2019 0.00%","The data from this table show that the most high recorded passenger traffic was in 2019. In this year, the airport record total passenger traffic was 792,974. This number is representing a 14.57% increase from the previous year.","The year have most high recorded passenger traffic at Lehigh Valley International Airport was 2000. The total number of passengers that year was 1,013,710.",1,1,1,1
qtsum_dev_18,"Rank Name Years League Total
 0 1  Giuseppe Meazza 1927 - 1940 1946 - 1947 247  284
 1 2 Alessandro Altobelli 1977 - 1988 128  209
 2 3 Roberto Boninsegna 1969 - 1976 113  171
 3 4 Sandro Mazzola 1960 - 1977 116  160
 4 5 Luigi Cevenini 1912 - 1915 1919 - 1921 1922 - 1927 158  158
 5 6 Benito Lorenzi 1947 - 1958 138  143
 6 7 István Nyers 1948 - 1954 133  133
 7 8  Christian Vieri 1999 - 2005 103  123
 8 9 Ermanno Aebi 1909 - 1915 1919 - 1923 106  106
 9  10  Mario Corso 1958 - 1973  75 94","The table contains the information of 10 players who had over 100 league appearances for Inter Milan between 1909 and 1923. These players included Giuseppe Meazza, who played for the club from 1927 to 1940 and again from 1946 to 1947, Alessandro Altobelli, who was played for the club from 1977 to 1988 and played total of 209 matches, Roberto Boninsegna, who played from 1969 to 1976, Sandro Mazzola, who played from 1960 to 1977, Luigi Cevenini, who played from 1912 to 1915, and István Nyers, who played from 1948 to 1954. Lastly, Ermanno Aebi, who played for the club from 1909 to 1915 and from 1919 to 1923, was also included in the table.","The players who had over 100 league appearances for Inter Milan between 1909 and 1923 was Ermanno Aebi. He played from 1909 to 1915 and again from 1919 to 1923. During his time at Inter Milan, he had a total of 106 appearances.",1,0,1,0
qtsum_dev_19,"Draw  Country Artist  Song Language Place Points
 0 01  Netherlands  Thérèse Steinmetz ""Ring-dinge-ding""  Dutch 14 2
 1 02 Luxembourg Vicky Leandros  ""L'amour est bleu"" French  4  17
 2 03  Austria Peter Horton ""Warum es hunderttausend Sterne gibt"" German 14 2
 3 04 France Noëlle Cordier ""Il doit faire beau là-bas"" French  3  20
 4 05 Portugal Eduardo Nascimento ""O vento mudou"" Portuguese 12 3
 5 06  Switzerland  Géraldine  ""Quel cœur vas-tu briser?"" French 17 0
 6 07 Sweden  Östen Warnerbring ""Som en dröm""  Swedish  8 7
 7 08  Finland  Fredi ""Varjoon – suojaan""  Finnish 12 3
 8 09  Germany Inge Brück ""Anouschka"" German  8 7
 9 10  Belgium  Louis Neefs ""Ik heb zorgen""  Dutch  7 8
 10  11 United Kingdom  Sandie Shaw  ""Puppet on a String""  English  1  47
 11  12  Spain  Raphael ""Hablemos del amor""  Spanish  6 9
 12  13 Norway Kirsti Sparboe ""Dukkemann""  Norwegian 14 2
 13  14 Monaco Minouche Barelli ""Boum-Badaboum"" French  5  10
 14  15 Yugoslavia  Lado Leskovar  ""Vse rože sveta""  Slovene  8 7
 15  16  Italy  Claudio Villa  ""Non andare più lontano""  Italian 11 4
 16  17  Ireland  Sean Dunphy ""If I Could Choose""  English  2  22","During the Eurovision Song Contest 1967, there were four contestants who performed in French. These included Vicky Leandros from Luxembourg, who secured the 4th place with 17 points, Noëlle Cordier from France, who secured the 3rd place with 20 points, Géraldine from Switzerland, who won the 17th place with 0 points, and Monouche Barelli from Monaco, who placed 5th with 10 points.","In the Eurovision Song Contest 1967, four contestants performed in French. Luxembourg's Vicky Leandros sang ""L'amour est bleu"" and placed 4th, earning 17 points. France's Noëlle Cordier performed ""Il doit faire beau là-bas"" and secured 3rd place with 20 points. Lastly, Monaco's Minouche Barelli sang ""Boum-Badaboum"" and finished at 5th place, receiving 10 points. Switzerland's Géraldine also sang in French, but with ""Quel cœur vas-tu briser?"", they placed 17th, earning no points.",0,0,0,0
qtsum_dev_20,"No. overall No. in series  Title  Directed by Written by Original air date Prod. code UK viewers (millions)
 0  14  1 ""Kiss Kiss, Bang Bang"" Ashley Way Chris Chibnall  16 January 2008 2.1 4.22
 1  15  2  ""Sleeper"" Colin Teague  James Moran  23 January 2008 2.2 3.78
 2  16  3  ""To the Last Man"" Andy Goddard Helen Raynor  30 January 2008 2.3 3.51
 3  17  4 ""Meat"" Colin Teague Catherine Tregenna  6 February 2008 2.4 3.28
 4  18  5 ""Adam"" Andy Goddard Catherine Tregenna 13 February 2008 2.5 3.79
 5  19  6  ""Reset"" Ashley Way  J. C. Wilsher 13 February 2008 2.6 4.07
 6  20  7 ""Dead Man Walking"" Andy Goddard Matt Jones 20 February 2008 2.7 4.32
 7  21  8 ""A Day in the Death"" Andy Goddard Joseph Lidster 27 February 2008 2.8 4.26
 8  22  9 ""Something Borrowed"" Ashley Way  Phil Ford 5 March 2008 2.9 3.75
 9  23 10 ""From Out of the Rain"" Jonathan Fox Bassett Peter J. Hammond  12 March 2008  2.10 3.85
 10 24 11 ""Adrift"" Mark Everest Chris Chibnall  19 March 2008  2.11 3.49
 11 25 12  ""Fragments"" Jonathan Fox Bassett Chris Chibnall  21 March 2008  2.12 3.69
 12 26 13  ""Exit Wounds"" Ashley Way Chris Chibnall 4 April 2008  2.13 3.13","The table show the viewer number for Torchwood, Series 2 in 2008, is 4.22 million. The episode directed by Ashley Way and written by Chris Chibnall.","The high number of viewers in Torchwood, Series 2, 2008 episode is ""Dead Man Walking"" with 4.32 million peoples. Matt Jones is writer of it.",1,0,0,0
qtsum_dev_21,"Name Opened  Manufacturer (Model)  Description Thrill rating
 0  Diamondback  2009  Bolliger & Mabillard (Hyper coaster) A steel hypercoaster that is 230 feet (70 m) tall and 5,282 feet (1,610 m) long with a top speed of 80 mph (130 km/h).  5
 1 Kings Island & Miami Valley Railroad  1972 Crown Metal Products Company (3 ft (914 mm) narrow gauge 4-4-0 Steam Train)  A steam locomotive ride that travels in a 5,585-foot (1,702 m) loop that provides transportation between the main park and Soak City.  1
 2 Mystic Timbers  2017  Great Coasters International A wooden roller coaster that is 109 feet (33 m) tall and 3,265 feet (995 m) long with a top speed of 53 mph (85 km/h).  4
 3  The Beast  1979  Kings Island  A wooden roller coaster constructed and designed internally by Kings Island, which consistently remains a top roller coaster among many industry experts and enthusiasts.  5
 4 White Water Canyon  1985  Intamin (Rapid Ride) River rafting ride that takes riders on a winding course through the densely wooded terrain in Kings Island's Rivertown. Riders are placed in circular inner-tube rafts that seat up to six.  4","The Beast, a wooden roller coaster constructed and designed internally by Kings Island, is unique among other rides in Kings Island - Rivertown for its construction and design. It remains the only ride that remains the same in the park. Other rides were built and/or designed by other companies, but they were not built and/or designed by Kings Island. The Beast is the only ride that has been in the park for over 35 years.","The Beast is stand out from other rides in Kings Island - Rivertown because it has unique construction and design. Not like other roller coasters, like Diamondback and Mystic Timbers, which was made by outside companies, The Beast was build and design inside by Kings Island. This different way make it always be top roller coaster between people who know about this industry and enjoy it.",0,0,0,0
qtsum_dev_22,"Venue  Sports(s)  Location Capacity Cost (MNOK) Ref(s)
 0  Birkebeineren Ski Stadium Biathlon, cross-country skiing, Nordic combined (cross-country skiing) Lillehammer  34,000 81 
 1 Gjøvik Olympic Cavern Hall Ice hockey  Gjøvik 5,300 92 
 2 Håkon Hall Ice hockey Lillehammer  10,500  240 
 3 Hamar Olympic Amphitheatre  Figure skating, short track speed skating Hamar 6,000 87 
 4 Hamar Olympic Hall  Speed skating Hamar  10,600  222 
 5 Kanthaugen Freestyle Arena Freestyle skiing Lillehammer  15,000 17 
 6  Lillehammer Olympic Alpine Centre Hafjell Alpine skiing (slalom, giant slalom, combined)  Øyer  30,000 72 
 7  Lillehammer Olympic Alpine Centre Kvitfjell  Alpine skiing (downhill, super-G, combined) Ringebu  41,000  122 
 8 Lillehammer Olympic Bobsleigh and Luge Track  Bobsleigh, luge Lillehammer  10,000  204 
 9  Lysgårdsbakkene Ski Jumping Arena Nordic combined (ski jumping), ski jumping, opening and closing ceremonies Lillehammer  35,000  135","The table show the capacity of Lillehammer Olympic Centre Kvitfjell is bigger than other venues in the list. It can hold 41,000 athletes for Alpine skiing (Downhill, Super-G, Combined), which is more than the smallest venue. But the biggest capacity venue is Lillehammer Olympic Arena, which can hold 35,000 athletes for Alpine Jumping (Cross-Country) and also has the cost of 120 million Norwegian Marks.","The Lillehammer Olympic Alpine Center Kvitfjell can hold 41,000 persons, so it one of biggest place of 1994 Winter Olympics. Only Lysgårdsbakkene Ski Jumping Arena little smaller, hold 35,000 persons. This place, in Ringebu, made for Alpine skiing, like downhill, super-G, and combined. When we look other places, this one much bigger than ice hockey, figure skate, or speed skate places, and more than two times bigger than Kanthaugen Freestyle Arena.",0,1,1,0
qtsum_dev_23,"Outcome No. Year Championship Opponent in the final Score
 0 Runner-up 1. 1998  UK Championship Scotland John Higgins  6–10
 1 Runner-up 2. 1999  UK Championship (2) Wales Mark Williams  8–10
 2 Runner-up 3. 2000 World Snooker Championship Wales Mark Williams 16–18
 3  Winner 1. 2003  UK Championship Scotland Stephen Hendry  10–8
 4 Runner-up 4. 2005  Irish Masters England Ronnie O'Sullivan  8–10
 5 Runner-up 5. 2005 World Snooker Championship (2)  England Shaun Murphy 16–18
 6 Runner-up 6. 2008 Bahrain Championship  Australia Neil Robertson 7–9
 7 Runner-up 7. 2013 World Open Northern Ireland Mark Allen  4–10","In summary, Matthew Stevens' performance in the World Snooker Championship has significantly improved over the years. In 2000, he was a runner-up to Mark Williams from Wales, with a final score of 16-18. However, in 2005, he faced England's Shaun Murphy in the final, but lost to Stevens with a close score of 16-18.","Matthew Stevens join World Snooker Championship finals two times. In 2000 year, he get runner-up, lose to same Welsh player Mark Williams, score close 16-18. Stevens again get same position in 2005 event, this time play with English player Shaun Murphy and lose again with score 16-18.",0,0,0,0
qtsum_dev_24,"Year Popular vote % of popular vote # of seats Seat change  Coalitions  Government
 0 2007 214,262  5.31% 6 / 250  6 With GSS−SDU−LSV−DHSS  opposition
 1 2008 216,902  5.24%  11 / 250  5 With DHSS−SDU  opposition
 2 2012 255,546  6.53%  12 / 250  1  U-Turn  opposition
 3 2014 120,879  3.36% 0 / 250 12 With SDU−BDZS non-parliamentary
 4 2016 189,564  5.02% 4 / 250  4  With SDS−LSV  opposition","The party's association with various coalitions has had a significant impact on the number of seats won in the parliamentary elections. In the first six elections after formation, the Democratic Party (DSA) won 6 out of 250 seats. However, with the help of other coalitions (GSS−SUD−LSV−DHSS, in 2008 and 2012), the party grew to 11 seats and the number of seats won dropped to 1 in 2012. The most difficult coalitions for the DSA was with SDU−BDZS in 2014, where they won 12 seats out of 250. Although the DSA did not have a significant role in the 2014 and 2016 elections, their association with other coalitions has helped them achieve a higher number of seats in the parliament.","The Liberal Democratic Party (Serbia) have seen fluctuations in their number of seats win in the parliamentary elections through the years, with their associations with different coalitions playing a role in this variation. In the 2007 elections, the party win 6 seats while being in coalition with GSS−SDU−LSV−DHSS which increase to 11 seats in 2008 when the party was in coalition with DHSS−SDU. In 2012, the party see a slight increase to 12 seats while being a part of the U-Turn coalition. However, in 2014 the party suffer a significant loss and won no seats while being in coalition with SDU−BDZS. In 2016 there was a revival in number of seats win, 4, as the party was in coalition with SDS−LSV, maintaining its status in opposition.",1,1,1,0
qtsum_dev_25,"# Portrait Name Term start Term end Other posts
 0 1  - Luis Muñoz Marín  1938  1972  Governor
 1 2 Rafael Hernández Colón Rafael Hernández Colón  1972  1976  Governor
 2 3  Miguel Hernández Agosto  Miguel Hernández Agosto  1976  1984  Secretary of Agriculture Puerto Rico Senator
 3 4 Rafael Hernández Colón Rafael Hernández Colón  1984  1992  Governor
 4 5  - Victoria Muñoz Mendoza  1992  1994 Puerto Rico Senator
 5 6  Héctor Luis Acevedo  Héctor Luis Acevedo  1994  1997  Mayor of San Juan Secretary of State
 6 7  Aníbal Acevedo Vilá  Aníbal Acevedo Vilá  1997  1999 Resident Commissioner
 7 8  Sila María Calderón  Sila María Calderón  1999  2003  Governor
 8 9  Aníbal Acevedo Vilá  Aníbal Acevedo Vilá  2003  2008  Governor
 9  10  - Héctor Ferrer Ríos  2008  2011  Puerto Rico Representative
 10 11 Alejandro García Padilla Alejandro García Padilla  2011  2015  Governor
 11 12  David Bernier  David Bernier  2015  2016  Secretary of State
 12 13  - Héctor Ferrer Ríos  2017  2018  Puerto Rico Representative
 13 14  - Aníbal José Torres  2018 present Puerto Rico Senate Majority Leader Chief of Staff","The table show that the times of presidents of Popular Democratic Party of Puerto Rico have spanned across a range of decades. From 1938 to 1972, the first term began by Luis Muñoz Marín and lasted for four years. After that, Rafael Hernández Colón began his term from 1984 to 1992, and his term began in 1994. In the 21st century, since José Torres has been the leader of the party, there has been a steady trend in the length of terms for presidents, with the most recent being José Torres who has served from 2018 to 2019.","In Popular Democratic Party of Puerto Rico history times, table show, have a more notice in president terms length trend. More early presidents like Luis Muñoz Marín and Rafael Hernández Colón, they have more long terms (from 16 to 34 years), but now presidents have short terms (from 1 to 4 years). Have an exception is Héctor Ferrer Ríos, he has two not same time terms. Also, some presidents have many jobs in Puerto Rico government, like governor, senator, or secretary, sometimes have together with party president. This may make think that political situation and things inside Popular Democratic Party of Puerto Rico are changing.",1,1,1,0
qtsum_dev_26,"Team Name  Schools Sports Host Nickname (S)  Colors Enrollment (2013 / 14)
 0 Christopher - Zeigler - Royalton Christopher Zeigler - Royalton Football , Track And Field  Christopher Bearcats Lady Cats Blue Orange 412
 1 Eldorado - Galatia Eldorado Galatia Cross Country , Golf , Track And Field Eldorado Eagles Purple Gold 461
 2 Elverado - Trico Elverado Trico Football Elverado  Falcons Blue Gold 436
 3  Fairfield - Cisne  Cisne Fairfield  Wrestling  Fairfield Mules Lady Mules Red Black 549
 4  Sesser - Valier - Waltonville  Sesser - Valier Waltonville Girls' Basketball , Track And Field , Volleyball  Sesser - Valier Red Devils  Maroon White 309
 5 Sesser - Valier - Waltonville - Woodlawn Sesser - Valier Waltonville Woodlawn Football  Sesser - Valier Red Devils  Maroon White 494
 6 Vienna - Goreville Goreville Vienna Football Vienna Eagles Royal Blue Orange 503
 7 Zeigler - Royalton - Christopher Christopher Zeigler - Royalton Baseball , Girls' Basketball , Golf , Softball Zeigler - Royalton  Tornadoes Navy Blue White 412","The two schools in the Sesser - Valier - Walterville team are Sesser-Valier and Woodlawn. Sesser-Valier is a multi-sport team that consists of girls' basketball, track and field, volleyball, and football. They are known as the Red Devils in reference to their mascot. Woodlawn is also a multi-sport team, they are also known as the Red Devils in reference to their mascot. This team had an enrollment of 494 students in 2013-14.","The Sesser-Valier-Waltonville Team is made up of two schools: Sesser and Valier Waltonville. This team fields teams in girls’ basketball, track and field, and volleyball. The nickname for the team is Red Devils. The team colors are maroon and white and the total enrollment for 2013/14 was 309 students.",1,0,1,0
qtsum_dev_27,"No. Year  Name of Elected MLA Party Runner candidate References
 0 1 1962  Jagannath Singh  IND  Panna Lal 
 1 2 1967 Ramakant Dwivedi  IND  Panna Lal 
 2 3 1969  Panna Lal  INC Ramakant Dwivedi 
 3 4 1974 Ramakant Dwivedi  BJS  Jagannath Singh 
 4 5 1977  Jagannath Singh  INC Rabendra Pal Singh 
 5 6 1980 Ram Pyare Pandey  JNP  Achal Singh 
 6 7 1985  Achal Singh  INC Ram Pyare Pandey 
 7 8 1989  Achal Singh  INC  Ram Singh 
 8 9 1991  Abhimanyu Singh  BJP Amarjeet Singh 
 9  10 1993 Amarjeet Singh SP  Achal Singh 
 10 11 1996 Rajendra Singh Patel  BJP Amarjeet Singh 
 11 12 2002 Amarjeet Singh  BSP Sukhdev Prasad Verma 
 12 13 2007 Sukhdev Prasad Verma  BJP Rajendra Singh Patel 
 13 14 2012 Sukhdev Prasad Verma  BJP Rajendra Singh Patel 
 14 15 2017  Karan Singh Patel SP  Rameshwar Dayal","From the table information, we can see that the influence of political parties like Inc, BKD, and BJP in Bindki Assembly constituency has big change based on the candidate who win and the runner-up in every election since 1962. In general, we can see that Inc was the most dominant party in the 1960s and 1970s, followed by BKD and BJP, with Inc being third and third parties. This shows that these parties could give support to whoever was the runner-up in the election. But, we also have to say that the BJP and Independents were often competitors in the years before, with BJP being the second and third parties, in important cases. This shows that the support and influence of these parties in the Bindki Assembly constituency is not always from one specific year or even the third one.","In summary, the Bindki Assembly constituency has experienced a shift in political dynamics since 1962, with the prominence of the Indian National Congress (INC) gradually diminishing over time. The emergence of other political parties like the Bharatiya Kranti Dal (BKD), Janata Party (JNP), Bharatiya Janata Party (BJP), Bahujan Samaj Party (BSP), and Samajwadi Party (SP) has diversified the political landscape, reflecting the changing preferences of the electorate. As of now, the BJP seems to be a strong player in Bindki, but the constituency’s history suggests a tendency for fluctuating party representation. This means that the political scenario in Bindki may continue to evolve in the future as parties vie for influence and power.",0,0,1,1
